Date,Open,High,Low,Close,Volume,Adj Close
1/2/1970 12:00:00 AM,109.624962,110.249924,109.50,109.624962,72000,1.692127
1/5/1970 12:00:00 AM,109.750076,110.375038,109.750076,110.249924,446400,1.701773
1/6/1970 12:00:00 AM,110.249924,111.375038,110.124962,111.375038,176000,1.71914
1/7/1970 12:00:00 AM,111.375038,112.249924,111.124962,112.00,164800,1.728787
1/8/1970 12:00:00 AM,112.00,113.750076,111.750076,113.50,304000,1.75194
1/9/1970 12:00:00 AM,113.50,113.875038,112.624962,113.249924,139200,1.74808
1/12/1970 12:00:00 AM,113.249924,113.375038,112.50,113.375038,118400,1.750011
1/13/1970 12:00:00 AM,113.375038,114.00,113.00,113.00,262400,1.744222
1/14/1970 12:00:00 AM,113.124962,114.750076,113.124962,114.249924,377600,1.763516
1/15/1970 12:00:00 AM,113.750076,113.750076,112.00,112.00,169600,1.728787
1/16/1970 12:00:00 AM,112.00,112.750076,109.249924,111.249924,289600,1.717209
1/19/1970 12:00:00 AM,110.00,110.00,108.50,109.00,179200,1.68248
1/20/1970 12:00:00 AM,109.00,109.875038,108.50,109.875038,172800,1.695987
1/21/1970 12:00:00 AM,109.875038,109.875038,108.875038,109.624962,272000,1.692127
1/22/1970 12:00:00 AM,109.624962,110.50,109.375038,110.249924,318400,1.701773
1/23/1970 12:00:00 AM,110.249924,110.624962,109.124962,109.124962,176000,1.684409
1/26/1970 12:00:00 AM,109.124962,109.875038,108.00,108.624962,278400,1.676691
1/27/1970 12:00:00 AM,108.624962,108.750076,105.249924,105.249924,217600,1.624595
1/28/1970 12:00:00 AM,105.249924,106.249924,104.50,104.624962,344000,1.614949
1/29/1970 12:00:00 AM,104.50,104.50,103.00,103.00,296000,1.589866
1/30/1970 12:00:00 AM,103.00,103.00,99.624962,100.375038,430400,1.549348
2/2/1970 12:00:00 AM,100.375038,100.50,99.624962,100.375038,340800,1.549348
2/3/1970 12:00:00 AM,100.375038,103.50,100.375038,103.00,692800,1.589866
2/4/1970 12:00:00 AM,103.00,103.00,100.249924,100.875038,392000,1.557066
2/5/1970 12:00:00 AM,100.875038,100.875038,100.00,100.50,292800,1.551277
2/6/1970 12:00:00 AM,100.50,100.875038,100.00,100.249924,313600,1.547417
2/9/1970 12:00:00 AM,100.375038,101.875038,100.375038,101.249924,283200,1.562853
2/10/1970 12:00:00 AM,101.249924,101.750076,100.750076,101.624962,267200,1.568642
2/11/1970 12:00:00 AM,101.624962,102.124962,101.249924,101.375038,392000,1.564784
2/12/1970 12:00:00 AM,102.124962,103.249924,102.124962,103.249924,217600,1.593724
2/13/1970 12:00:00 AM,103.249924,103.875038,102.875038,103.624962,148800,1.599513
2/16/1970 12:00:00 AM,104.00,105.750076,104.00,105.750076,142400,1.632315
2/17/1970 12:00:00 AM,106.249924,108.124962,106.249924,107.124962,158400,1.653538
2/18/1970 12:00:00 AM,107.50,109.875038,107.50,108.750076,683200,1.678622
2/19/1970 12:00:00 AM,108.750076,109.50,108.249924,108.750076,272000,1.678622
2/20/1970 12:00:00 AM,108.750076,109.750076,107.750076,108.00,584000,1.667044
2/24/1970 12:00:00 AM,108.00,108.00,107.124962,107.124962,193600,1.653538
2/25/1970 12:00:00 AM,107.124962,109.750076,107.124962,109.750076,299200,1.694058
2/26/1970 12:00:00 AM,109.750076,109.750076,108.249924,109.375038,270400,1.688269
2/27/1970 12:00:00 AM,109.375038,109.624962,108.249924,109.00,152000,1.68248
3/2/1970 12:00:00 AM,109.00,109.750076,108.750076,108.750076,112000,1.678622
3/3/1970 12:00:00 AM,108.750076,108.875038,107.249924,107.750076,128000,1.663187
3/4/1970 12:00:00 AM,107.750076,109.00,107.50,108.624962,331200,1.676691
3/5/1970 12:00:00 AM,108.50,108.50,106.624962,107.00,168000,1.651609
3/6/1970 12:00:00 AM,107.00,107.249924,106.00,106.50,172800,1.643891
3/9/1970 12:00:00 AM,106.50,106.750076,105.249924,105.624962,120000,1.630384
3/10/1970 12:00:00 AM,105.624962,106.375038,104.50,106.375038,444800,1.641962
3/11/1970 12:00:00 AM,106.375038,107.00,105.750076,106.249924,201600,1.640031
3/12/1970 12:00:00 AM,106.249924,106.50,105.50,106.00,80000,1.636173
3/13/1970 12:00:00 AM,106.00,106.375038,104.624962,106.00,155200,1.636173
3/16/1970 12:00:00 AM,104.50,104.50,102.00,102.249924,388800,1.578288
3/17/1970 12:00:00 AM,102.249924,104.375038,102.249924,103.00,228800,1.589866
3/18/1970 12:00:00 AM,103.00,103.50,102.375038,102.750076,236800,1.586009
3/19/1970 12:00:00 AM,102.750076,103.375038,102.375038,103.124962,126400,1.591795
3/20/1970 12:00:00 AM,103.00,103.00,101.249924,102.00,251200,1.574431
3/23/1970 12:00:00 AM,102.00,102.249924,100.249924,100.50,393600,1.551277
3/24/1970 12:00:00 AM,101.00,101.875038,101.00,101.375038,204800,1.564784
3/25/1970 12:00:00 AM,102.00,104.875038,102.00,103.624962,436800,1.599513
3/26/1970 12:00:00 AM,103.624962,104.750076,103.00,103.375038,254400,1.595655
3/30/1970 12:00:00 AM,103.375038,104.00,102.624962,104.00,198400,1.605302
3/31/1970 12:00:00 AM,104.00,105.249924,103.50,104.50,224000,1.61302
4/1/1970 12:00:00 AM,105.00,106.875038,105.00,106.124962,241600,1.638102
4/2/1970 12:00:00 AM,106.124962,106.875038,106.124962,106.624962,86400,1.64582
4/3/1970 12:00:00 AM,106.624962,106.624962,106.00,106.375038,121600,1.641962
4/6/1970 12:00:00 AM,106.00,106.00,104.124962,104.249924,136000,1.60916
4/7/1970 12:00:00 AM,104.249924,104.750076,102.875038,104.249924,681600,1.60916
4/8/1970 12:00:00 AM,104.249924,104.249924,103.00,103.249924,148800,1.593724
4/9/1970 12:00:00 AM,103.249924,104.00,103.00,103.624962,225600,1.599513
4/10/1970 12:00:00 AM,103.624962,104.00,102.875038,103.50,171200,1.597584
4/13/1970 12:00:00 AM,103.50,103.50,102.124962,102.750076,131200,1.586009
4/14/1970 12:00:00 AM,102.50,102.50,101.50,102.124962,160000,1.57636
4/15/1970 12:00:00 AM,102.124962,103.00,100.750076,101.00,363200,1.558995
4/16/1970 12:00:00 AM,101.00,101.750076,100.624962,100.750076,324800,1.555137
4/17/1970 12:00:00 AM,100.750076,100.750076,99.00,99.00,363200,1.528124
4/20/1970 12:00:00 AM,99.00,99.50,98.750076,99.00,267200,1.528124
4/21/1970 12:00:00 AM,99.00,101.50,98.375038,98.50,472000,1.520406
4/22/1970 12:00:00 AM,98.249924,98.249924,96.50,96.50,481600,1.489535
4/23/1970 12:00:00 AM,96.124962,96.124962,94.624962,95.249924,524800,1.470239
4/24/1970 12:00:00 AM,95.249924,96.375038,94.375038,96.00,435200,1.481817
4/27/1970 12:00:00 AM,95.875038,95.875038,94.875038,95.00,257600,1.466382
4/28/1970 12:00:00 AM,95.00,96.375038,94.249924,94.375038,326400,1.456735
4/29/1970 12:00:00 AM,94.375038,94.875038,93.00,94.875038,448000,1.464453
4/30/1970 12:00:00 AM,94.875038,95.00,92.50,93.750076,683200,1.447088
5/1/1970 12:00:00 AM,93.750076,94.624962,93.249924,94.00,260800,1.450946
5/4/1970 12:00:00 AM,93.249924,93.249924,90.624962,90.750076,675200,1.400781
5/5/1970 12:00:00 AM,90.750076,91.00,89.50,89.875038,564800,1.387275
5/6/1970 12:00:00 AM,89.875038,91.750076,89.50,91.124962,723200,1.406568
5/7/1970 12:00:00 AM,91.124962,93.249924,91.124962,93.249924,353600,1.439368
5/8/1970 12:00:00 AM,93.249924,94.249924,92.750076,94.00,220800,1.450946
5/11/1970 12:00:00 AM,94.00,94.750076,92.750076,92.875038,196800,1.433581
5/12/1970 12:00:00 AM,92.875038,93.375038,91.375038,92.124962,332800,1.422004
5/13/1970 12:00:00 AM,91.375038,91.375038,89.00,89.00,366400,1.373768
